brand_name,cuisine_tags,restaurant_rating,delivery_time,service_fee,minimum_order_amount,new_restaurant
Akra Restaurant,"['Arabic', 'Grills', 'Lebanese']",NA,53,5,10,False
Little Bangkok Go,"['Asian', 'Chinese', 'Thai']",Very good,50,5,0,False
Scarlets Bakery and Patisserie,"['Specialty', 'Store', 'Cakes', 'Desserts', 'Bakery']",Amazing,47,7,10,False
Manaesho,"['Lebanese', 'Arabic', 'Breakfast']",Very good,45,6,50,False
OMG Burger,"['American', 'Burgers', 'Cafe']",NA,47,3,10,False
Paratha N Rolls,"['Sandwiches', 'Snacks', 'Indian']",NA,47,3,10,False
Puffs,"['Desserts', 'Breakfast']",Very good,51,3,10,False
Lets Grab Italian,"['Italian', 'Pizza']",NA,47,3,10,False
Rumidim General Trading,['Pharmacy'],NA,46,5,10,False
Atomic Sushi,"['Healthy', 'Japanese']",NA,46,5,10,False
Riot Chicken,"['Burgers', 'Fried', 'Chicken', 'American']",NA,46,5,10,False
"7 Spice London, Jumeirah Lakes Towers","['Indian', 'International']",Good,50,5,10,False
Rose King Flowers,['Flowers'],NA,35,9,10,True
In 61 Burgers,"['Burgers', 'International']",Good,40,6,45,False
"Ginny's Cafe, Jumeirah Lakes Tower - JLT","['Breakfast', 'Cafe', 'Sandwiches']",Good,47,5,10,False
Moms Crepe,"['Desserts', 'Arabic', 'Chocolate']",OK,47,5,10,False
The Smokin' Patty,"['Burgers', 'Sandwiches']",NA,47,5,10,False
My Gas LPG,"['Specialty', 'Store']",Good,60,0,0,False
Gianfranco's Gourmet,"['Italian', 'Pizza', 'Pasta']",NA,49,7,10,False
Mk & Co Flowers,['Flowers'],OK,35,9,10,False
Giovanni`s Pizza,"['International', 'Italian', 'Pizza']",NA,49,7,10,False
Fitness Feedz Meal Prep,"['Breakfast', 'Healthy', 'Salads']",Very good,51,7,0,False
Ilaichi Restaurant,['Indian'],Very good,51,7,10,False
Al Nwfara Restaurant & Cafe,"['Arabic', 'Lebanese', 'International']",Good,51,7,10,False
Dar Al Mandi & Madhbi,['Mandi'],Very good,48,9,10,False
Dum Biryani,['Indian'],Good,50,7,10,False
Misk Al Lail,"['Arabic', 'International']",Good,60,0,20,False
Harput Restaurant,"['Turkish', 'Shawarma', 'Doner']",Very good,60,0,50,False
Afro Express Restaurant,"['International', 'Seafood', 'Vegetarian']",Good,50,7,10,False
British Handi - Jumeirah Lakes Towers,"['Indian', 'Asian']",OK,49,0,0,False
House Of Noodles,"['Chinese', 'Asian']",Very good,51,9,10,False
Treehouse Juicery,"['Beverages', 'Healthy']",NA,57,7,10,False
The Qasab Restaurant,"['Beverages', 'Grills', 'Turkish']",NA,52,7,10,False
"Wagamama, The Greens","['Japanese', 'Thai', 'Asian']",Very good,52,9,10,False
"Doner Deli, Dubai Marina","['Shawarma', 'Doner', 'Turkish']",Good,55,7,10,False
"Noodle Express, Sheikh Zayed Road","['Chinese', 'Asian']",Good,60,5,50,False
"The Acai Spot, Umm Al Sheif","['Desserts', 'Healthy']",Very good,50,9,10,False
Moti Roti,"['Indian', 'Pakistani', 'Healthy']",Very good,55,7,10,False
Solo Design,"['Specialty', 'Store']",NA,55,7,10,False
"Sushi Art, Dubai Motor City","['Japanese', 'Asian']",Good,54,0,10,False
"Falafel Frayha, Al Barsha 3","['Lebanese', 'Sandwiches', 'Arabic']",Very good,52,9,10,False
Habib Beirut,"['Lebanese', 'Sandwiches', 'Grills']",Amazing,54,9,10,True
Snack Studio - Flavour Experiments,"['Specialty', 'Store']",NA,67,5,10,False
Home Taste,"['Arabic', 'Healthy', 'Lebanese']",Amazing,68,5,10,False
Zaina Restaurant,"['Mandi', 'Emirati', 'Arabic']",Very good,48,9,10,False
Location Cafe,"['Cafe', 'Desserts']",Very good,53,9,10,False
Biryani Junction Restaurant,['Indian'],Good,48,7,10,False
HYU Korean Restaurant,['Asian'],Very good,38,9,10,False
Sarina,"['Fried', 'Chicken']",NA,48,5,10,True
Xiao Wei Yang Hotspot,"['Chinese', 'Asian']",NA,47,7,10,False
Organiclicious Restaurant & Cafe,"['Healthy', 'Italian', 'Sandwiches']",Very good,47,7,10,False
Haret Ghewar Restaurant & Coffee,"['Arabic', 'Shawarma', 'Doner', 'Breakfast']",OK,47,7,10,False
The Grand Grill,['International'],NA,47,7,10,False
L'Amoroso,"['Italian', 'Pizza']",OK,47,7,10,False
Yakuza,['Asian'],OK,47,7,10,False
Ghazal Al Sham,['Arabic'],NA,47,7,10,False
Munchbox Keto,"['Specialty', 'Store', 'Cakes', 'Desserts']",Amazing,47,7,10,False
Samar Restaurant,"['American', 'Cafe', 'International']",NA,47,7,0,False
Zahra's Persian Kitchen,"['Iranian', 'Arabic']",Good,47,7,10,False
Gourmet Feedz,"['Healthy', 'Salads']",OK,47,7,10,False
Shisheo Lounge,"['Beverages', 'Breakfast', 'Cafe']",NA,47,7,10,False
T Chocolate,"['Specialty', 'Store', 'Cakes', 'Desserts']",Very good,60,0,100,False
VOX Cinemas,"['Snacks', 'Hot', 'Dogs', 'Beverages']",Very good,39,9,10,False
Doughlicious,"['Specialty', 'Store', 'Cakes', 'Desserts', 'Desserts']",Very good,48,9,10,False
Khaana Badosh,"['Indian', 'Pakistani', 'Chinese']",Good,45,5,10,False
Ahmed Al Maghrebi,"['Specialty', 'Store']",Very good,48,9,10,False
El Mostacho,"['Mexican', 'International']",Good,42,9,10,False
L'avo,"['Breakfast', 'Healthy', 'Vegetarian']",Amazing,50,7,10,True
Pizzeria Pulcinella,"['Italian', 'Pizza']",Very good,60,0,50,False
"South St. Burger Co., Dubai Media City","['American', 'Burgers', 'Sandwiches']",Good,50,7,10,False
"Leopolds of London, Jumeirah Beach Residence - JBR","['Breakfast', 'Healthy', 'Italian']",Good,50,7,10,False
Clinton Street Baking Company,"['International', 'American', 'Burgers']",Good,50,7,10,False
Al Dar Roastery,"['Specialty', 'Store', 'Roastery', 'Flowers']",Very good,49,9,10,False
Fried Chicken Delights,"['Fast', 'Food', 'Sandwiches', 'Fried', 'Chicken']",NA,46,9,10,True
PapaNut,"['Specialty', 'Store', 'Roastery']",Very good,49,9,10,False
"Wing A Ding, DSO","['Fried', 'Chicken']",NA,45,9,10,False
28 Acai,"['Healthy', 'Frozen', 'Yogurt', 'Desserts']",Good,56,5,0,False
Din Tai Fung Grocery,"['Specialty', 'Store']",NA,46,9,10,False
Shami Gourmet,"['Arabic', 'Lebanese', 'Sandwiches']",Good,48,5,10,False
MOISHI,"['Specialty', 'Store', 'Ice', 'Cream', 'Cakes', 'Desserts']",Good,45,9,10,False
Zenzi Thai,['Thai'],Very good,60,0,50,False
Pet Corner,"['Pet', 'Shop']",Amazing,48,9,10,False
Chuck e Cheese,['American'],Very good,52,7,10,False
Sky Hookah 24,"['American', 'Burgers', 'Pizza']",Good,52,7,10,False
"Sale Sucre, JVC,Jumeirah Village Circle","['Specialty', 'Store', 'Cakes', 'Desserts', 'Desserts']",Good,47,9,10,False
Filful,"['Lebanese', 'Sandwiches', 'Breakfast']",Very good,45,9,0,False
Skinny Burgers,['Burgers'],Very good,52,7,10,False
Optx 2020,['Optical'],NA,55,7,10,False
La Romana,"['Desserts', 'Italian', 'International']",Good,50,9,10,False
Sheikh & Shake,"['American', 'Burgers', 'Pizza']",Very good,51,7,10,False
"Maw Cafeteria, JLT","['Burgers', 'American']",Good,53,7,10,False
Say Cheese,"['Sandwiches', 'Burgers']",Very good,56,9,10,False
Vegan Grocer,"['Grocery', 'Convenience', 'Store']",OK,52,9,10,False
Mazedaar Biryani,"['Indian', 'Pakistani']",NA,57,9,10,True
"Massaad BBQ Restaurant, Jumeirah Beach Residence - JBR","['Arabic', 'Lebanese', 'Sandwiches']",Very good,49,9,10,False
Nostalgia,"['Beverages', 'Cafe', 'Desserts']",Good,50,9,10,False
"dip n dip, Al Barsha 2","['Desserts', 'Chocolate']",Good,51,9,10,False
Puerto 99,"['Mexican', 'Seafood', 'Grills']",OK,55,7,10,False
Hello Fruits,"['Beverages', 'Cafe', 'Healthy']",Very good,49,9,0,False
Kokoroo,"['Arabic', 'International']",Very good,49,9,10,False
"Torta Restaurant & Bakery, The Palm Jumeirah","['Cafe', 'Italian', 'International']",OK,51,9,10,False
"Bowl Is Life, Barsha Heights - Tecom",['Healthy'],Very good,54,9,10,False
Smashmouth Burgers,"['American', 'Burgers', 'Sandwiches']",OK,76,5,10,False
"Sapori Di Bice, The Palm Jumeirah","['Italian', 'Pizza']",Good,56,9,10,False
Absolute Barbecues,"['Indian', 'Asian', 'Desserts']",Good,53,9,10,False
Black Cafe,"['Desserts', 'Cafe']",Good,50,9,10,False
"Sushi Nations Restaurant, Jumeirah Beach Residence - JBR","['Japanese', 'Asian', 'Healthy']",OK,53,7,10,False
Guy Fieri,"['Burgers', 'Sandwiches', 'American']",Good,53,7,10,False
"Royal Kebab, Jumeirah Lakes Towers - JLT","['Indian', 'Chinese']",Good,53,5,10,False
"Ecco Pizza & Pasta, Dubai Marina","['Italian', 'Pizza']",Very good,59,5,10,False
Wrap_up,"['Sandwiches', 'Healthy']",Good,47,7,10,False
The Rupee Room,"['Indian', 'Desserts']",Good,51,9,10,False
SZLD - We Sizzle for a Better World,"['Sandwiches', 'Burgers', 'Fast', 'Food']",Very good,54,7,10,False
Lyfte Specialty Coffee,"['Cafe', 'Bakery', 'Cakes', 'Breakfast']",Good,54,7,10,False
De Azucar Desserts and Sweets,"['Specialty', 'Store', 'Cakes', 'Desserts']",Amazing,50,9,10,False
"Burger Plus, Al Twar 3","['Burgers', 'Pizza', 'American']",OK,60,6,250,False
Meat Z Chicken,"['Burgers', 'Sandwiches', 'Shawarma', 'Doner']",NA,68,3,10,False
Al Maeda,"['International', 'Grills', 'Lebanese']",NA,48,9,10,False
Makers of Milkshakes,"['American', 'Desserts', 'Beverages']",Good,41,9,10,False
"Al Sultan markets & Bakeries,Al Barsha 1","['Desserts', 'Sandwiches', 'Breakfast']",Very good,50,9,10,False
Beastro,"['International', 'Burgers', 'Sandwiches']",Very good,52,7,10,False
"Asha`s, Al Barsha 3","['Indian', 'Vegetarian', 'Grills']",Very good,60,9,10,False
Slash Coffee,"['Specialty', 'Store', 'Roastery']",Very good,54,9,10,False
Wingsters Restaurant,"['American', 'Burgers']",Very good,50,9,10,False
Trbosh Restaurant,"['Arabic', 'Breakfast', 'Lebanese']",Very good,56,9,10,False
Motu`s,"['Indian', 'Burgers']",Good,52,9,10,False
3 Beans Cafe,"['Indian', 'American', 'Cafe']",Very good,54,9,0,False
Chicken Joint,"['Sandwiches', 'Burgers']",NA,52,9,10,False
Saya braserrie Cafe,"['Breakfast', 'Desserts', 'International']",Good,54,9,10,False
Premier General Trading,['Cosmetics'],NA,52,9,10,False
Tikka Taj,['Indian'],Good,54,9,10,False
Meet Fresh Bubble Tea,"['American', 'Chinese', 'Desserts']",Very good,54,9,10,False
C'est Cheese,"['Pizza', 'American']",Very good,57,9,10,False
Daily Express Restaurant,"['Pakistani', 'Asian', 'Indian']",Good,52,9,10,False
Africana Home Restaurant,"['International', 'Breakfast', 'Grills']",Good,49,9,10,False
Matchstick Masala,['Indian'],Good,51,7,10,False
"Amorino, Dubai Marina","['Specialty', 'Store', 'Ice', 'Cream', 'Cakes', 'Desserts']",Very good,53,9,10,False
KITCHEN 35,"['Healthy', 'Sandwiches', 'Breakfast']",NA,53,9,10,False
Grand Millennium,"['International', 'Arabic']",OK,53,9,0,False
Share Cafe,"['Cafe', 'Desserts', 'Arabic']",Very good,53,9,10,False
Sandwich & CO,"['Arabic', 'Lebanese', 'Sandwiches']",Good,53,9,10,False
"Subway, Dubai Media City","['Healthy', 'Sandwiches', 'Breakfast']",Good,46,9,10,False
Al Safadi,"['Lebanese', 'Arabic', 'Grills']",Very good,53,9,10,False
Mo's Burger,"['Beverages', 'Burgers']",Very good,58,9,10,False
Shakeaway,"['Desserts', 'Frozen', 'Yogurt', 'Beverages']",Amazing,50,9,10,False
TLT Cafe,"['Burgers', 'Cafe', 'Healthy']",Good,49,7,10,False
Masa Turkish Eatery,"['Arabic', 'Grills', 'Turkish']",Very good,57,9,10,False
"Kababji Grill Restaurant, Al Barsha1","['Lebanese', 'Sandwiches', 'Arabic']",Very good,65,0,10,False
Shanghai Station,"['Chinese', 'Asian']",NA,54,9,10,True
Hot Kurry Indian Dhaba,['Indian'],Good,53,7,10,False
"Yugo, The Greens","['Japanese', 'Seafood', 'Asian']",Very good,53,9,10,False
Antonio`s Pizzeria,"['Pizza', 'Italian']",Good,53,9,10,False
"Ice Lab, Al Barsha","['Desserts', 'Frozen', 'Yogurt', 'Cafe']",Very good,55,9,10,False
Sushi Cafe,['Japanese'],Good,55,9,10,False
Encapsulate Coffee & Tea Capsules,"['Specialty', 'Store', 'Roastery']",Amazing,55,9,10,False
Grain of Salt,"['Grills', 'Indian', 'Vegetarian']",NA,55,9,10,False
Sando San,"['Asian', 'Healthy', 'Sandwiches']",OK,55,9,10,False
Tastebuns,"['Burgers', 'Fried', 'Chicken', 'American']",Good,53,7,10,False
"Prego Cafe, Al Furjan","['Cafe', 'Healthy', 'Breakfast']",Good,58,9,10,False
Kaffe Bloom,"['Cafe', 'Healthy', 'Sandwiches']",Very good,58,9,10,False
Keto Spot,"['Healthy', 'Seafood', 'International']",Good,58,9,10,False
Honey Pot Cafe,"['Beverages', 'Desserts', 'Sandwiches']",NA,53,9,10,False
"PAD THAI, MOE","['Thai', 'Asian', 'Healthy']",Good,55,9,10,False
Grandmother Roastery,"['Specialty', 'Store', 'Roastery']",NA,58,9,10,True
Farooj Express,"['Sandwiches', 'Shawarma', 'Doner', 'Burgers']",Good,55,9,10,False
Toot Wa Ruman For juices,"['Beverages', 'Desserts']",Good,55,9,10,False
Keto and Co,"['Healthy', 'Salads']",Very good,51,9,10,False
Acai BB,"['American', 'Healthy']",Good,49,9,10,False
"Uncle Tea, Al Barsha 1","['Cafe', 'Desserts', 'Indian']",Good,56,9,10,False
Menu Mix,"['International', 'Healthy', 'Lebanese']",Good,58,9,10,False
The Cajun Bag,"['Seafood', 'Arabic', 'American']",Good,50,9,10,False
"Bab Sharqi, Al Barsha 1","['Arabic', 'Lebanese', 'Sandwiches']",Good,59,9,10,False
Docib Pharmacy,['Pharmacy'],Very good,48,9,10,False
Pide Concept,"['Turkish', 'Arabic', 'Breakfast']",Very good,55,9,10,False
"Fatayer Ala Keefak, Al Barsha 2","['Lebanese', 'Arabic', 'Breakfast']",Very good,58,9,10,False
"Din Tai Fung,The Palm Jumeirah","['Chinese', 'Asian']",Very good,60,9,10,False
Pizza Al Taglio,"['Pizza', 'Desserts', 'Italian']",OK,56,9,10,False
Gluten Free Grocer,"['Grocery', 'Convenience', 'Store']",OK,56,9,10,False
Bosnian Grill,"['Grills', 'Sandwiches']",Good,56,9,10,False
"Arabian Tea House, Umm Suqeim 3",['Arabic'],Good,55,9,10,False
Lal Qila Mumtaz,"['Pakistani', 'Grills', 'Indian']",Good,56,9,10,False
Coffee Island,"['Cafe', 'Desserts', 'Breakfast']",Good,52,9,10,False
Guylian,"['Cafe', 'Desserts', 'International']",Very good,59,9,10,False
Il Faro,"['Pizza', 'International', 'Pasta']",Good,53,9,10,False
Poke And Ceviche,"['Healthy', 'Japanese', 'Seafood']",Good,54,9,10,False
O'Pao Indian Slider,"['Burgers', 'Indian', 'Sandwiches']",OK,60,9,10,False
North 28,"['Breakfast', 'Burgers', 'Salads']",OK,60,9,10,False
Al Bawadi Restaurant & Cafe,"['Arabic', 'Beverages', 'Grills']",OK,60,9,10,False
Brooklyn Cafe,"['Breakfast', 'Sandwiches', 'International']",NA,60,9,10,False
"Nayaab Handi Restaurant, Al Barsha 1","['Indian', 'Pakistani']",Very good,58,9,10,False
25 Degrees North Restaurant,"['Indian', 'Pakistani', 'Vegetarian']",Good,53,9,10,False
Umami Restaurant,"['Japanese', 'Seafood', 'Asian']",Very good,50,9,10,False
Heat Cafe,"['Healthy', 'Sandwiches']",Good,55,9,10,False
Golden Tasty Restaurant,"['Arabic', 'Chinese', 'Indian']",Very good,61,9,10,False
c.deli,"['International', 'Sandwiches']",NA,56,9,10,False
Shawarma Twist Restaurant,"['Shawarma', 'Doner', 'Arabic']",Good,56,9,10,False
"Yo, Mo! Coffee","['Cafe', 'Beverages', 'Breakfast']",NA,56,9,0,False
UniPro Pet Foods,"['Pet', 'Shop']",NA,56,9,10,False
"Leila, The Palm Jumeirah","['Lebanese', 'Breakfast']",Good,61,9,10,False
Felfel Gourmet,['Iranian'],Very good,62,9,10,False
NYC Smashed Burger,"['American', 'Burgers', 'Fast', 'Food']",Good,63,9,10,False
Wok & Ramen Urban Bistro,"['Japanese', 'Asian', 'Chinese']",Very good,61,9,10,False
Hashtag Cafe,"['Arabic', 'Grills', 'Italian']",NA,54,9,10,False
Public Cook,"['Indian', 'Pakistani', 'Mandi']",OK,51,9,10,False
"Fujiyama,Al Barsha 1","['Asian', 'Japanese', 'Seafood']",Good,55,9,10,False
Shawarma Depot,"['Sandwiches', 'Shawarma', 'Doner']",Very good,50,9,10,False
The Healthy Treats,"['Specialty', 'Store', 'Cakes', 'Desserts']",Very good,54,9,10,False
Organic Seafood & Fish,"['Butchery', 'Specialty', 'Store']",Good,54,9,10,False
Ben's Cookies,"['Specialty', 'Store', 'Bakery']",Very good,50,9,10,False
Kimbo Espresso Italiano,"['Italian', 'Beverages', 'Cafe']",Amazing,57,9,10,False
Organic Foods And Cafe,"['Healthy', 'Pizza']",NA,57,9,10,False
Chef Lanka Restaurant,"['Chinese', 'Seafood', 'International']",NA,54,9,10,False
Chapter One,"['Cafe', 'International', 'Breakfast']",Very good,54,9,10,False
Culinary Boutique,"['Breakfast', 'Healthy', 'Salads']",Good,54,9,10,False
Best Pets Unlimited,"['Pet', 'Shop']",Amazing,52,9,10,False
Hamdullah Al Afghani Restaurant,"['Pakistani', 'Asian']",OK,56,5,10,False
Emporio Armani Caffe,"['Cafe', 'Desserts', 'Italian']",Very good,57,9,10,False
Doner Et Factory,"['Shawarma', 'Doner', 'Burgers', 'Sandwiches']",Good,57,9,10,False
"Royal Mughal, Dubai Intenet City","['Indian', 'Seafood', 'Healthy']",Very good,52,9,0,False
Seafood Sale,"['Specialty', 'Store', 'Butchery']",NA,52,9,10,False
Burger Biz,"['American', 'Burgers']",NA,52,9,10,False
Saver Food Restaurant,"['Pakistani', 'Arabic', 'Indian']",Good,58,9,10,False
"CaliBurger, Al Barsha 1","['American', 'Burgers']",Good,51,9,10,False
Shrimp Kingdom,"['Seafood', 'International']",Very good,64,7,10,False
"O'Learys Sports Restaurant, Al Barsha1","['American', 'Burgers', 'Desserts']",Good,60,9,10,False
"Teriyaki Boy & Sizzlin` Steak, Al Barsha 3","['Japanese', 'International']",Good,55,9,10,True
C8 Coffee,"['Cafe', 'Beverages']",Very good,51,9,10,False
Coffee Beans By Slash Coffee,"['Specialty', 'Store', 'Roastery']",Amazing,51,9,10,False
Num Nom Sweet,['Desserts'],NA,51,9,10,False
Dantel Flower,['Flowers'],OK,35,9,10,False
"Subway, Knowledge Village","['Healthy', 'Sandwiches', 'Breakfast']",Very good,44,9,10,False
Seau De Crabe,"['American', 'Seafood']",Very good,54,9,10,False
"Al Morwarid Restaurant, Al Barsha 2","['Arabic', 'Iranian']",Good,51,9,10,False
Flavors Dineout,"['International', 'Cafe']",Very good,50,9,10,False
Falafel Arax,"['Arabic', 'Sandwiches']",Very good,54,9,10,False
Rice Kim,"['Seafood', 'Asian', 'Fast', 'Food']",Very good,54,9,10,False
Sola Fluffy,"['Specialty', 'Store', 'Bakery']",Very good,54,7,10,False
"Localawi, Al Barsha 3","['Emirati', 'Arabic', 'Sandwiches']",Very good,57,7,10,False
Fratelli La Bufala,"['Italian', 'Pizza', 'Sandwiches']",Good,57,7,10,False
Shrimp Shade,"['American', 'Seafood', 'Arabic']",Good,52,9,10,False
"Caspian Kabab, Al Barsha 1",['Iranian'],Very good,53,9,10,False
Gulou Hotpot,['Chinese'],Good,57,9,10,False
Ghanawi,"['Specialty', 'Store', 'Roastery']",Amazing,57,9,10,False
Malak Al Sandwishet,"['Sandwiches', 'Grills']",NA,57,9,10,False
"The Raw Place, Al Quoz Industrial Area 1","['Healthy', 'Beverages', 'Cafe']",OK,61,9,10,False
"Karam Beirut Street Kitchen, Palm Dubai","['Arabic', 'Shawarma', 'Doner', 'Lebanese']",NA,56,9,10,True
Al Douri Supermarket,"['Grocery', 'Supermarket']",Very good,62,9,10,False
Yalla Biryani,"['Indian', 'Pakistani', 'Asian']",Good,58,9,10,False
Konz Republik,"['Egyptian', 'International', 'American']",Good,62,9,10,False
Meritta Fish And Shrimps,"['Arabic', 'Lebanese', 'Seafood']",Good,62,9,10,False
"Golden Fork Fresh Food Restaurant, Al Barsha 1","['Indian', 'Seafood']",Very good,56,9,10,False
Juiced,"['Beverages', 'Healthy']",Very good,57,9,10,False
Saylitas Quesadillas,"['American', 'Sandwiches']",Very good,63,9,10,False
Tanoor Al Jude Restaurant,"['Arabic', 'Breakfast', 'Healthy']",Good,58,9,10,False
"The Good Greek,Al Quoz Industrial Area 3",['International'],Very good,58,9,10,False
"Sumaq,Al Quoz Industrial Area 3",['International'],Good,58,9,10,False
Italyca Pasta and Pizza,"['Italian', 'Pizza', 'Pasta']",Good,55,9,10,False
Vapiano,"['Italian', 'Pizza', 'Beverages']",Good,53,9,10,False
Foul W Hummus,['Arabic'],Very good,50,9,10,False
"Beirut Restaurant and Grill, Al Barsha 1","['Arabic', 'Lebanese']",Good,55,9,10,False
Day 8 Restaurant,"['Burgers', 'Pizza', 'Egyptian']",Very good,66,9,10,False
Al Ammor Restaurant,"['Arabic', 'Sandwiches', 'Egyptian']",Good,65,9,10,False
"Doner & Gyros, Marina Mall","['Sandwiches', 'Turkish', 'Shawarma', 'Doner']",Good,51,9,10,False
Top Bun,"['Sliders', 'American', 'Burgers']",Good,57,9,10,False
"T.G.I Fridays, Al Barsha 1","['American', 'Burgers', 'Grills']",OK,62,9,10,False
Choco Fondue,"['Desserts', 'Chocolate', 'Ice', 'Cream']",NA,57,9,10,False
Sale Sucre Sweets,"['Specialty', 'Store', 'Cakes', 'Desserts', 'Desserts']",Good,49,9,10,False
Natas & Churros,"['Breakfast', 'Cafe', 'Desserts']",Very good,54,9,10,False
"Cak Thai, Dubai Media City,Dubai Media City","['Healthy', 'Thai', 'Asian']",OK,64,9,10,False
JailBird,['Burgers'],Very good,57,9,10,False
Farmer Bites,"['Sandwiches', 'International', 'Healthy']",OK,59,9,10,False
Bagel Yard,"['Cafe', 'Healthy']",Very good,53,9,10,False
Local Cookies,"['Desserts', 'Specialty', 'Store', 'Bakery']",Good,60,10,50,False
UDMAN Pastry & Sweets,"['Specialty', 'Store', 'Desserts']",NA,58,9,10,False
Ushna,"['Indian', 'Asian', 'Grills']",OK,68,9,10,False
Fish Story Seafood Restaurant,"['Seafood', 'International', 'Grills']",Good,68,9,10,False
Aross Damashq Restaurant,"['Arabic', 'Grills', 'International']",Very good,60,15,20,False
"Layali El Dahan , Al Barsha 1","['Arabic', 'Egyptian', 'International']",Very good,63,9,10,False
"The Pizza Company, The Palm Jumeirah","['Italian', 'Pizza']",OK,51,9,10,False
IL Principe,"['Italian', 'Pizza']",Amazing,73,9,10,False
Hive Honey Cake,"['Specialty', 'Store', 'Cakes', 'Desserts']",Good,53,9,10,False
White Haze Restaurant,"['Grills', 'Indian', 'Pakistani']",NA,77,9,10,False
The Sandwich District,"['Italian', 'Sandwiches', 'Arabic']",Very good,62,9,10,False
"The Better Burger Co.,Al Quoz Industrial Area 3",['International'],Amazing,58,9,10,False
Sapori di Bice,"['Italian', 'Pizza']",Good,58,9,10,False
Tiny Buns,"['American', 'Sandwiches']",OK,58,9,10,False
Ketchup,"['American', 'Sandwiches', 'International']",OK,53,9,10,False
Kapadokya Restaurant,"['Turkish', 'International', 'Sandwiches']",Very good,63,9,10,False
Emiratizza,"['Arabic', 'Emirati']",Amazing,65,9,10,False
La Pasta de Valleria,"['Italian', 'Pizza', 'Pasta']",OK,53,9,10,False
"The Roost Rotisserie Restaurant, Jumeirah 1","['Burgers', 'Healthy', 'Roastery']",Very good,55,9,10,False
"Massaad BBQ Restaurant, Al Barsha 1,Al Barsha 1","['Arabic', 'Lebanese', 'Sandwiches']",Very good,60,9,10,False
The Spread Cafe,['Cafe'],Amazing,59,9,10,False
Golden Eats,"['Indian', 'Asian', 'Beverages']",Good,54,9,10,False
Jawharet Beirut,"['Lebanese', 'Arabic', 'Breakfast']",Good,60,9,10,False
Gaya express,"['Arabic', 'Grills', 'International']",NA,60,9,10,False
Healthy Cuisine,"['American', 'Healthy']",Very good,62,9,10,False
Al Makan,"['Lebanese', 'Beverages', 'Desserts']",Good,56,9,10,False
"Din Tai Fung,Al Barsha 2","['Asian', 'Chinese']",Very good,67,9,10,False
Simple Stuff,"['Specialty', 'Store', 'Bakery']",NA,68,7,10,False
Teriyaki,"['Asian', 'Healthy', 'Japanese']",Good,56,9,10,False
Harat Al Sham,"['Shawarma', 'Doner', 'Breakfast', 'Arabic']",Good,57,9,10,False
"Mitts & Trays, Bluewaters Island, Jumeirah Beach Residence - JBR","['International', 'Breakfast']",Good,50,9,10,False
The Cupid's Wings,"['American', 'Fried', 'Chicken']",NA,55,9,10,False
MIKS Restaurant & Bar,['International'],NA,55,9,10,False
"Nabeel Nafisah Sweets, Al Barsha 1","['Specialty', 'Store', 'Bakery', 'Desserts']",Good,48,9,10,False
Curry Culture,"['Indian', 'Vegetarian']",Good,59,7,10,False
"Al Fanar Seafood Market, Al Barsha 1","['Seafood', 'International']",Good,58,9,10,False
Khaneen Restaurant,['Arabic'],Very good,53,9,10,False
Serah Opticals,['Optical'],NA,51,9,10,False
Homesmiths,"['Specialty', 'Store']",NA,51,9,10,True
Deja Seafood Restaurant,"['Seafood', 'Arabic']",Very good,56,9,10,False
QualityFood,"['Grocery', 'Convenience', 'Store']",Good,57,9,10,False
"Al Shawerma Al Turkia, Umm Suqiem","['Arabic', 'Turkish']",Good,55,9,10,False
"X Burger, Umm Suqeim 1","['American', 'Burgers']",Very good,57,9,10,False
Malik Nehari And Biryani Restaurant,"['Indian', 'Pakistani']",Good,55,9,10,False
DON Pizza,"['Italian', 'Pizza']",OK,66,9,10,False
Yummitos,"['Grills', 'Pizza', 'American']",Good,58,9,10,False
"Low Calories, Umm Suqeim","['Healthy', 'Sandwiches', 'Seafood']",Good,57,9,10,False
Kabab Rolls,"['Grills', 'Indian', 'Shawarma', 'Doner']",Good,61,9,10,False
Grandma`s Kitchen- La Cucina Di Nonna,"['Healthy', 'Italian']",Good,55,9,10,False
Panda Chinese Restaurant,"['Chinese', 'Asian']",Very good,59,9,10,False
"Jones The Grocer, Al Manara","['Breakfast', 'Burgers', 'Healthy']",Very good,61,9,10,False
Palace Al Sham,"['Arabic', 'Grills', 'Sandwiches']",Good,58,9,10,False
Hook and Cook,['Seafood'],OK,56,9,10,False
CIAO Pizzeria Artiginale,"['American', 'Italian', 'Pizza']",Good,60,9,10,False
Zahrat Abeer Restaurant And Cafe,"['Arabic', 'Asian', 'Lebanese']",Very good,65,9,10,False
"New York Fries, Al Barsha 1","['American', 'Fast', 'Food', 'Sandwiches']",Good,75,9,10,False
Karaz From Beirut,"['Lebanese', 'Sandwiches', 'Breakfast']",Good,61,9,10,False
Banoo Persian Food,"['Grills', 'Iranian', 'Beverages']",NA,46,7,10,True
The Hang Out,['Iranian'],NA,46,7,10,True
Kaak & Co. By PK,"['Desserts', 'Lebanese', 'Sandwiches']",NA,46,7,10,True
Christal's,"['Desserts', 'Beverages', 'Snacks']",Amazing,44,5,10,False
The Hub 7,"['Japanese', 'Pakistani', 'International']",Very good,50,0,20,False
